Bevölkerung in den Gemeinden Tirols nach Altersgruppen, Staatsangehörigkeit, Geburtsland und Migrationshintergrund;;;;;;;;;;;
AT335;70527;Thiersee;26_45;769;663;106;656;113;651;118;2010
AT335;70527;Thiersee;46_65;769;672;97;643;126;643;126;2010
AT335;70527;Thiersee;65_00;440;393;47;369;71;367;73;2010
AT335;70528;Angerberg;0_15;297;288;9;287;10;284;13;2010
AT335;70528;Angerberg;16_25;223;217;6;214;9;213;10;2010
AT335;70528;Angerberg;26_45;479;444;35;435;44;434;45;2010
AT335;70528;Angerberg;46_65;478;454;24;440;38;440;38;2010
AT335;70528;Angerberg;65_00;262;255;7;238;24;238;24;2010
AT335;70529;Walchsee;0_15;309;275;34;283;26;265;44;2010
AT335;70529;Walchsee;16_25;255;235;20;225;30;225;30;2010
AT335;70529;Walchsee;26_45;510;416;94;401;109;401;109;2010
AT335;70529;Walchsee;46_65;514;427;87;406;108;404;110;2010
AT335;70529;Walchsee;65_00;224;192;32;175;49;174;50;2010
AT335;70530;Wildschönau;0_15;822;786;36;796;26;782;40;2010
AT335;70530;Wildschönau;16_25;494;477;17;470;24;467;27;2010
AT335;70530;Wildschönau;26_45;1182;1082;100;1065;117;1064;118;2010
AT335;70530;Wildschönau;46_65;1037;920;117;895;142;895;142;2010
AT335;70530;Wildschönau;65_00;596;551;45;518;78;517;79;2010
AT335;70531;Wörgl;0_15;2221;1914;307;2099;122;1869;352;2010
AT335;70531;Wörgl;16_25;1667;1413;254;1310;357;1267;400;2010
AT335;70531;Wörgl;26_45;3840;3006;834;2568;1272;2516;1324;2010
AT335;70531;Wörgl;46_65;3249;2807;442;2524;725;2523;726;2010
AT335;70531;Wörgl;65_00;1668;1566;102;1379;289;1373;295;2010
AT334;70601;Faggen;0_15;82;80;2;80;2;78;4;2010
AT334;70601;Faggen;16_25;53;48;5;45;8;45;8;2010
AT334;70601;Faggen;26_45;117;109;8;106;11;106;11;2010
AT334;70601;Faggen;46_65;65;63;2;61;4;61;4;2010
AT334;70601;Faggen;65_00;38;37;1;35;3;35;3;2010
AT334;70602;Fendels;0_15;42;42;0;40;2;40;2;2010
AT334;70602;Fendels;16_25;61;50;11;47;14;47;14;2010
AT334;70602;Fendels;26_45;66;59;7;57;9;57;9;2010
AT334;70602;Fendels;46_65;63;59;4;58;5;58;5;2010
AT334;70602;Fendels;65_00;31;29;2;28;3;28;3;2010
AT334;70603;Fiss;0_15;176;166;10;168;8;160;16;2010
AT334;70603;Fiss;16_25;170;123;47;119;51;117;53;2010
AT334;70603;Fiss;26_45;335;254;81;253;82;252;83;2010
AT334;70603;Fiss;46_65;208;186;22;183;25;183;25;2010
AT334;70603;Fiss;65_00;115;113;2;111;4;111;4;2010
AT334;70604;Fließ;0_15;525;514;11;521;4;513;12;2010
AT334;70604;Fließ;16_25;468;459;9;454;14;453;15;2010
AT334;70604;Fließ;26_45;804;768;36;765;39;762;42;2010
AT334;70604;Fließ;46_65;721;692;29;682;39;681;40;2010
AT334;70604;Fließ;65_00;392;386;6;372;20;370;22;2010
AT334;70605;Flirsch;0_15;148;132;16;138;10;130;18;2010
AT334;70605;Flirsch;16_25;155;138;17;138;17;137;18;2010
AT334;70605;Flirsch;26_45;257;209;48;204;53;202;55;2010
AT334;70605;Flirsch;46_65;242;225;17;221;21;220;22;2010
AT334;70605;Flirsch;65_00;173;173;0;166;7;166;7;2010
AT334;70606;Galtür;0_15;148;142;6;145;3;140;8;2010
AT334;70606;Galtür;16_25;122;104;18;104;18;104;18;2010
AT334;70606;Galtür;26_45;287;217;70;216;71;215;72;2010
AT334;70606;Galtür;46_65;213;171;42;171;42;171;42;2010
AT334;70606;Galtür;65_00;111;111;0;110;1;110;1;2010
AT334;70607;Grins;0_15;275;270;5;270;5;266;9;2010
AT334;70607;Grins;16_25;180;174;6;172;8;172;8;2010
AT334;70607;Grins;26_45;395;374;21;375;20;371;24;2010
AT334;70607;Grins;46_65;322;307;15;299;23;298;24;2010
AT334;70607;Grins;65_00;208;206;2;197;11;197;11;2010
AT334;70608;Ischgl;0_15;312;306;6;303;9;298;14;2010
AT334;70608;Ischgl;16_25;211;204;7;200;11;200;11;2010
AT334;70608;Ischgl;26_45;510;457;53;453;57;450;60;2010
AT334;70608;Ischgl;46_65;401;349;52;346;55;344;57;2010
AT334;70608;Ischgl;65_00;165;164;1;160;5;159;6;2010
AT334;70609;Kappl;0_15;520;517;3;516;4;514;6;2010
AT334;70609;Kappl;16_25;381;376;5;374;7;374;7;2010
AT334;70609;Kappl;26_45;746;717;29;714;32;713;33;2010
AT334;70609;Kappl;46_65;645;623;22;617;28;614;31;2010
AT334;70609;Kappl;65_00;337;334;3;331;6;331;6;2010
AT334;70610;Kaunerberg;0_15;67;67;0;67;0;67;0;2010
AT334;70610;Kaunerberg;16_25;57;56;1;56;1;56;1;2010
AT334;70610;Kaunerberg;26_45;125;120;5;119;6;119;6;2010
AT334;70610;Kaunerberg;46_65;86;84;2;82;4;82;4;2010
AT334;70610;Kaunerberg;65_00;43;43;0;41;2;41;2;2010
AT334;70611;Kaunertal;0_15;91;87;4;86;5;85;6;2010
AT334;70611;Kaunertal;16_25;112;98;14;98;14;98;14;2010
AT334;70611;Kaunertal;26_45;173;150;23;150;23;149;24;2010
AT334;70611;Kaunertal;46_65;144;135;9;131;13;131;13;2010
AT334;70611;Kaunertal;65_00;95;91;4;89;6;89;6;2010
AT334;70612;Kauns;0_15;91;90;1;90;1;90;1;2010
AT334;70612;Kauns;16_25;77;74;3;74;3;74;3;2010
AT334;70612;Kauns;26_45;150;146;4;146;4;146;4;2010
AT334;70612;Kauns;46_65;92;87;5;85;7;85;7;2010
AT334;70612;Kauns;65_00;70;70;0;67;3;67;3;2010
AT334;70613;Ladis;0_15;90;83;7;87;3;83;7;2010
AT334;70613;Ladis;16_25;80;77;3;76;4;76;4;2010
AT334;70613;Ladis;26_45;166;137;29;132;34;132;34;2010
AT334;70613;Ladis;46_65;133;127;6;121;12;121;12;2010
AT334;70613;Ladis;65_00;70;69;1;64;6;64;6;2010
AT334;70614;Landeck;0_15;1335;1172;163;1257;78;1146;189;2010
AT334;70614;Landeck;16_25;1058;902;156;876;182;846;212;2010
AT334;70614;Landeck;26_45;2172;1844;328;1677;495;1653;519;2010
AT334;70614;Landeck;46_65;1852;1645;207;1518;334;1518;334;2010
AT334;70614;Landeck;65_00;1296;1267;29;1153;143;1149;147;2010
AT334;70615;Nauders;0_15;261;245;16;252;9;240;21;2010
AT334;70615;Nauders;16_25;216;194;22;189;27;189;27;2010
AT334;70615;Nauders;26_45;451;373;78;363;88;361;90;2010
AT334;70615;Nauders;46_65;410;361;49;340;70;340;70;2010
AT334;70615;Nauders;65_00;199;195;4;176;23;176;23;2010
AT334;70616;Pettneu am Arlberg;0_15;244;218;26;232;12;215;29;2010
AT334;70616;Pettneu am Arlberg;16_25;215;191;24;190;25;187;28;2010
AT334;70616;Pettneu am Arlberg;26_45;457;403;54;394;63;391;66;2010
AT334;70616;Pettneu am Arlberg;46_65;358;325;33;318;40;317;41;2010
AT334;70616;Pettneu am Arlberg;65_00;210;204;6;194;16;194;16;2010
AT334;70617;Pfunds;0_15;441;412;29;419;22;403;38;2010
AT334;70617;Pfunds;16_25;346;329;17;322;24;320;26;2010
AT334;70617;Pfunds;26_45;782;687;95;667;115;664;118;2010
AT334;70617;Pfunds;46_65;625;570;55;539;86;538;87;2010
AT334;70617;Pfunds;65_00;341;335;6;314;27;314;27;2010
AT334;70618;Pians;0_15;137;122;15;130;7;118;19;2010
AT334;70618;Pians;16_25;111;99;12;97;14;96;15;2010
AT334;70618;Pians;26_45;217;184;33;177;40;176;41;2010
AT334;70618;Pians;46_65;210;201;9;197;13;196;14;2010
AT334;70618;Pians;65_00;117;115;2;110;7;109;8;2010
AT334;70619;Prutz;0_15;333;286;47;309;24;279;54;2010
AT334;70619;Prutz;16_25;223;193;30;185;38;181;42;2010
AT334;70619;Prutz;26_45;518;422;96;389;129;387;131;2010
AT334;70619;Prutz;46_65;441;395;46;374;67;373;68;2010
AT334;70619;Prutz;65_00;216;209;7;201;15;199;17;2010
AT334;70620;Ried im Oberinntal;0_15;208;192;16;204;4;190;18;2010
AT334;70620;Ried im Oberinntal;16_25;178;161;17;162;16;158;20;2010
AT334;70620;Ried im Oberinntal;26_45;371;319;52;307;64;307;64;2010
AT334;70620;Ried im Oberinntal;46_65;306;282;24;270;36;270;36;2010
AT334;70620;Ried im Oberinntal;65_00;184;180;4;167;17;166;18;2010
AT334;70621;St.Anton am Arlberg;0_15;390;337;53;349;41;312;78;2010
AT334;70621;St.Anton am Arlberg;16_25;287;263;24;253;34;250;37;2010
AT334;70621;St.Anton am Arlberg;26_45;740;590;150;555;185;554;186;2010
AT334;70621;St.Anton am Arlberg;46_65;721;589;132;565;156;564;157;2010
AT334;70621;St.Anton am Arlberg;65_00;410;388;22;365;45;363;47;2010
AT334;70622;Schönwies;0_15;317;307;10;311;6;305;12;2010
AT334;70622;Schönwies;16_25;247;233;14;227;20;226;21;2010
AT334;70622;Schönwies;26_45;483;448;35;427;56;427;56;2010
AT334;70622;Schönwies;46_65;383;368;15;355;28;355;28;2010
AT334;70622;Schönwies;65_00;254;249;5;240;14;240;14;2010
AT334;70623;See;0_15;247;243;4;242;5;241;6;2010
AT334;70623;See;16_25;189;185;4;188;1;184;5;2010
AT334;70623;See;26_45;350;335;15;333;17;333;17;2010
AT334;70623;See;46_65;243;229;14;227;16;227;16;2010
AT334;70623;See;65_00;140;137;3;134;6;134;6;2010
AT334;70624;Serfaus;0_15;173;166;7;168;5;162;11;2010
AT334;70624;Serfaus;16_25;153;151;2;150;3;150;3;2010
AT334;70624;Serfaus;26_45;328;296;32;295;33;295;33;2010
AT334;70624;Serfaus;46_65;278;254;24;248;30;247;31;2010
AT334;70624;Serfaus;65_00;145;142;3;134;11;134;11;2010
AT334;70625;Spiss;0_15;23;19;4;20;3;19;4;2010
AT334;70625;Spiss;16_25;23;21;2;18;5;18;5;2010
AT334;70625;Spiss;26_45;48;37;11;37;11;37;11;2010
AT334;70625;Spiss;46_65;33;28;5;24;9;24;9;2010
AT334;70625;Spiss;65_00;17;17;0;16;1;16;1;2010
AT334;70626;Stanz bei Landeck;0_15;117;115;2;115;2;114;3;2010
AT334;70626;Stanz bei Landeck;16_25;80;80;0;80;0;80;0;2010
AT334;70626;Stanz bei Landeck;26_45;170;166;4;164;6;164;6;2010
AT334;70626;Stanz bei Landeck;46_65;159;159;0;157;2;157;2;2010
AT334;70626;Stanz bei Landeck;65_00;77;77;0;76;1;76;1;2010
AT334;70627;Strengen;0_15;229;222;7;224;5;221;8;2010
AT334;70627;Strengen;16_25;178;175;3;174;4;174;4;2010
AT334;70627;Strengen;26_45;337;325;12;324;13;324;13;2010
AT334;70627;Strengen;46_65;312;302;10;301;11;300;12;2010
AT334;70627;Strengen;65_00;164;164;0;160;4;160;4;2010
AT334;70628;Tobadill;0_15;77;75;2;75;2;75;2;2010
AT334;70628;Tobadill;16_25;69;66;3;63;6;63;6;2010
AT334;70628;Tobadill;26_45;142;136;6;136;6;136;6;2010
AT334;70628;Tobadill;46_65;142;134;8;133;9;133;9;2010
AT334;70628;Tobadill;65_00;78;77;1;73;5;73;5;2010
AT334;70629;Tösens;0_15;116;105;11;111;5;104;12;2010
AT334;70629;Tösens;16_25;112;111;1;110;2;110;2;2010
AT334;70629;Tösens;26_45;192;175;17;174;18;173;19;2010
AT334;70629;Tösens;46_65;161;153;8;147;14;147;14;2010
AT334;70629;Tösens;65_00;100;98;2;90;10;90;10;2010
AT334;70630;Zams;0_15;532;491;41;504;28;479;53;2010
AT334;70630;Zams;16_25;426;398;28;389;37;384;42;2010
AT334;70630;Zams;26_45;876;794;82;755;121;755;121;2010
AT334;70630;Zams;46_65;834;795;39;755;79;755;79;2010
AT334;70630;Zams;65_00;610;596;14;535;75;534;76;2010
AT333;70701;Abfaltersbach;0_15;156;153;3;150;6;150;6;2010
AT333;70701;Abfaltersbach;16_25;73;72;1;69;4;69;4;2010
AT333;70701;Abfaltersbach;26_45;184;173;11;173;11;172;12;2010
AT333;70701;Abfaltersbach;46_65;151;147;4;144;7;144;7;2010
AT333;70701;Abfaltersbach;65_00;88;88;0;87;1;87;1;2010
AT333;70702;Ainet;0_15;166;165;1;164;2;163;3;2010
AT333;70702;Ainet;16_25;121;120;1;120;1;120;1;2010
AT333;70702;Ainet;26_45;252;248;4;246;6;245;7;2010
AT333;70702;Ainet;46_65;241;232;9;229;12;229;12;2010
AT333;70702;Ainet;65_00;155;155;0;140;15;140;15;2010
AT333;70703;Amlach;0_15;67;67;0;66;1;66;1;2010
AT333;70703;Amlach;16_25;43;42;1;42;1;42;1;2010
AT333;70703;Amlach;26_45;115;110;5;107;8;107;8;2010
AT333;70703;Amlach;46_65;81;77;4;76;5;76;5;2010
AT333;70703;Amlach;65_00;59;57;2;54;5;54;5;2010
AT333;70704;Anras;0_15;250;249;1;245;5;245;5;2010
AT333;70704;Anras;16_25;189;189;0;187;2;187;2;2010
AT333;70704;Anras;26_45;355;350;5;350;5;350;5;2010
AT333;70704;Anras;46_65;315;305;10;301;14;301;14;2010
AT333;70704;Anras;65_00;186;185;1;183;3;183;3;2010
AT333;70705;Assling;0_15;339;334;5;333;6;330;9;2010
AT333;70705;Assling;16_25;218;217;1;213;5;213;5;2010
AT333;70705;Assling;26_45;513;499;14;494;19;494;19;2010
AT333;70705;Assling;46_65;448;440;8;436;12;436;12;2010
AT333;70705;Assling;65_00;375;369;6;363;12;362;13;2010
AT333;70706;Außervillgraten;0_15;144;142;2;141;3;141;3;2010
AT333;70706;Außervillgraten;16_25;93;93;0;92;1;92;1;2010
AT333;70706;Außervillgraten;26_45;216;213;3;212;4;212;4;2010
AT333;70706;Außervillgraten;46_65;210;210;0;207;3;207;3;2010
AT333;70706;Außervillgraten;65_00;141;141;0;140;1;140;1;2010
AT333;70707;Dölsach;0_15;424;407;17;412;12;402;22;2010
AT333;70707;Dölsach;16_25;287;277;10;279;8;275;12;2010
AT333;70707;Dölsach;26_45;664;623;41;618;46;615;49;2010
AT333;70707;Dölsach;46_65;583;552;31;538;45;537;46;2010
AT333;70707;Dölsach;65_00;334;324;10;307;27;306;28;2010
AT333;70708;Gaimberg;0_15;135;130;5;132;3;129;6;2010
AT333;70708;Gaimberg;16_25;108;108;0;105;3;105;3;2010
AT333;70708;Gaimberg;26_45;233;229;4;228;5;228;5;2010
AT333;70708;Gaimberg;46_65;231;225;6;221;10;221;10;2010
AT333;70708;Gaimberg;65_00;137;131;6;128;9;128;9;2010
AT333;70709;Hopfgarten/Defereggen;0_15;116;116;0;116;0;116;0;2010
AT333;70709;Hopfgarten/Defereggen;16_25;99;98;1;97;2;97;2;2010
AT333;70709;Hopfgarten/Defereggen;26_45;210;204;6;201;9;201;9;2010
AT333;70709;Hopfgarten/Defereggen;46_65;162;154;8;152;10;152;10;2010
AT333;70709;Hopfgarten/Defereggen;65_00;173;173;0;171;2;171;2;2010
AT333;70710;Innervillgraten;0_15;242;242;0;241;1;241;1;2010
AT333;70710;Innervillgraten;16_25;123;123;0;120;3;120;3;2010
AT333;70710;Innervillgraten;26_45;258;254;4;251;7;251;7;2010
AT333;70710;Innervillgraten;46_65;214;206;8;203;11;203;11;2010
AT333;70710;Innervillgraten;65_00;150;150;0;148;2;148;2;2010
AT333;70711;Iselsberg-Stronach;0_15;92;92;0;92;0;92;0;2010
AT333;70711;Iselsberg-Stronach;16_25;77;76;1;73;4;73;4;2010
AT333;70711;Iselsberg-Stronach;26_45;166;162;4;162;4;161;5;2010
AT333;70711;Iselsberg-Stronach;46_65;169;160;9;157;12;157;12;2010
AT333;70711;Iselsberg-Stronach;65_00;95;89;6;86;9;86;9;2010
AT333;70712;Kals am Großglockner;0_15;219;217;2;210;9;208;11;2010
AT333;70712;Kals am Großglockner;16_25;181;177;4;177;4;175;6;2010
AT333;70712;Kals am Großglockner;26_45;361;347;14;345;16;345;16;2010
AT333;70712;Kals am Großglockner;46_65;295;275;20;270;25;270;25;2010
AT333;70712;Kals am Großglockner;65_00;184;181;3;173;11;173;11;2010
AT333;70713;Kartitsch;0_15;134;133;1;131;3;131;3;2010
AT333;70713;Kartitsch;16_25;110;110;0;110;0;110;0;2010
AT333;70713;Kartitsch;26_45;201;192;9;190;11;189;12;2010
AT333;70713;Kartitsch;46_65;204;199;5;198;6;197;7;2010
AT333;70713;Kartitsch;65_00;191;185;6;184;7;183;8;2010
AT333;70714;Lavant;0_15;56;55;1;56;0;55;1;2010
AT333;70714;Lavant;16_25;37;36;1;35;2;35;2;2010
AT333;70714;Lavant;26_45;95;93;2;93;2;93;2;2010
AT333;70714;Lavant;46_65;64;63;1;61;3;61;3;2010
AT333;70714;Lavant;65_00;36;36;0;36;0;36;0;2010
AT333;70715;Leisach;0_15;137;133;4;130;7;128;9;2010
AT333;70715;Leisach;16_25;94;91;3;90;4;90;4;2010
AT333;70715;Leisach;26_45;226;216;10;214;12;213;13;2010
AT333;70715;Leisach;46_65;210;203;7;202;8;202;8;2010
AT333;70715;Leisach;65_00;156;152;4;147;9;146;10;2010
AT333;70716;Lienz;0_15;1675;1532;143;1568;107;1481;194;2010
AT333;70716;Lienz;16_25;1403;1303;100;1270;133;1255;148;2010
AT333;70716;Lienz;26_45;3083;2806;277;2723;360;2712;371;2010
AT333;70716;Lienz;46_65;3407;3219;188;3138;269;3134;273;2010
AT333;70716;Lienz;65_00;2387;2317;70;2107;280;2095;292;2010
AT333;70717;Matrei in Osttirol;0_15;929;921;8;920;9;915;14;2010
AT333;70717;Matrei in Osttirol;16_25;642;635;7;627;15;627;15;2010
AT333;70717;Matrei in Osttirol;26_45;1351;1329;22;1317;34;1316;35;2010
AT333;70717;Matrei in Osttirol;46_65;1148;1106;42;1087;61;1087;61;2010
AT333;70717;Matrei in Osttirol;65_00;728;713;15;698;30;695;33;2010
AT333;70718;Nikolsdorf;0_15;174;171;3;168;6;168;6;2010
AT333;70718;Nikolsdorf;16_25;89;89;0;89;0;89;0;2010
AT333;70718;Nikolsdorf;26_45;268;258;10;255;13;255;13;2010
AT333;70718;Nikolsdorf;46_65;197;190;7;189;8;189;8;2010
AT333;70718;Nikolsdorf;65_00;166;164;2;156;10;156;10;2010
AT333;70719;Nußdorf-Debant;0_15;559;544;15;545;14;540;19;2010
AT333;70719;Nußdorf-Debant;16_25;421;412;9;408;13;408;13;2010
AT333;70719;Nußdorf-Debant;26_45;951;909;42;883;68;879;72;2010
AT333;70719;Nußdorf-Debant;46_65;854;829;25;809;45;809;45;2010
AT333;70719;Nußdorf-Debant;65_00;442;424;18;394;48;391;51;2010
AT333;70720;Oberlienz;0_15;244;244;0;242;2;242;2;2010
AT333;70720;Oberlienz;16_25;175;174;1;172;3;172;3;2010
AT333;70720;Oberlienz;26_45;408;398;10;392;16;391;17;2010
AT333;70720;Oberlienz;46_65;337;324;13;318;19;318;19;2010
AT333;70720;Oberlienz;65_00;239;234;5;226;13;225;14;2010
AT333;70721;Obertilliach;0_15;143;141;2;139;4;137;6;2010
AT333;70721;Obertilliach;16_25;95;94;1;94;1;94;1;2010
AT333;70721;Obertilliach;26_45;176;174;2;172;4;172;4;2010
AT333;70721;Obertilliach;46_65;175;169;6;168;7;168;7;2010
AT333;70721;Obertilliach;65_00;125;125;0;123;2;123;2;2010
AT333;70723;Prägraten;0_15;214;214;0;212;2;212;2;2010
AT333;70723;Prägraten;16_25;210;209;1;207;3;207;3;2010
AT333;70723;Prägraten;26_45;327;324;3;318;9;318;9;2010
AT333;70723;Prägraten;46_65;277;272;5;271;6;270;7;2010
AT333;70723;Prägraten;65_00;203;202;1;199;4;199;4;2010
AT333;70724;St.Jakob/Defereggen;0_15;154;148;6;153;1;148;6;2010
AT333;70724;St.Jakob/Defereggen;16_25;123;121;2;120;3;120;3;2010
AT333;70724;St.Jakob/Defereggen;26_45;247;231;16;228;19;228;19;2010
AT333;70724;St.Jakob/Defereggen;46_65;247;239;8;236;11;236;11;2010
AT333;70724;St.Jakob/Defereggen;65_00;163;161;2;156;7;156;7;2010
AT333;70725;St.Johann im Walde;0_15;55;55;0;55;0;55;0;2010
AT333;70725;St.Johann im Walde;16_25;40;40;0;40;0;40;0;2010
AT333;70725;St.Johann im Walde;26_45;90;85;5;84;6;84;6;2010
AT333;70725;St.Johann im Walde;46_65;68;66;2;66;2;66;2;2010
AT333;70725;St.Johann im Walde;65_00;43;41;2;40;3;39;4;2010
AT333;70726;St.Veit in Defereggen;0_15;154;151;3;149;5;148;6;2010
AT333;70726;St.Veit in Defereggen;16_25;84;83;1;83;1;83;1;2010
AT333;70726;St.Veit in Defereggen;26_45;221;215;6;215;6;215;6;2010
AT333;70726;St.Veit in Defereggen;46_65;158;153;5;152;6;151;7;2010
AT333;70726;St.Veit in Defereggen;65_00;125;123;2;119;6;119;6;2010
AT333;70727;Schlaiten;0_15;95;94;1;93;2;92;3;2010
AT333;70727;Schlaiten;16_25;54;54;0;53;1;53;1;2010
AT333;70727;Schlaiten;26_45;118;118;0;118;0;118;0;2010
AT333;70727;Schlaiten;46_65;131;125;6;124;7;124;7;2010
AT333;70727;Schlaiten;65_00;72;70;2;67;5;67;5;2010
AT333;70728;Sillian;0_15;371;364;7;347;24;347;24;2010
AT333;70728;Sillian;16_25;281;276;5;251;30;251;30;2010
AT333;70728;Sillian;26_45;528;499;29;489;39;487;41;2010
AT333;70728;Sillian;46_65;513;481;32;463;50;463;50;2010
AT333;70728;Sillian;65_00;380;373;7;351;29;351;29;2010
AT333;70729;Strassen;0_15;146;146;0;141;5;141;5;2010
AT333;70729;Strassen;16_25;137;136;1;128;9;128;9;2010
AT333;70729;Strassen;26_45;249;237;12;236;13;233;16;2010
AT333;70729;Strassen;46_65;189;182;7;175;14;175;14;2010
AT333;70729;Strassen;65_00;113;111;2;104;9;103;10;2010
AT333;70731;Thurn;0_15;108;107;1;107;1;107;1;2010
AT333;70731;Thurn;16_25;84;82;2;82;2;82;2;2010
AT333;70731;Thurn;26_45;174;171;3;171;3;171;3;2010
AT333;70731;Thurn;46_65;165;158;7;156;9;156;9;2010
AT333;70731;Thurn;65_00;105;102;3;96;9;96;9;2010
AT333;70732;Tristach;0_15;292;283;9;287;5;281;11;2010
AT333;70732;Tristach;16_25;110;107;3;105;5;105;5;2010
AT333;70732;Tristach;26_45;412;396;16;387;25;387;25;2010
AT333;70732;Tristach;46_65;357;346;11;338;19;338;19;2010
AT333;70732;Tristach;65_00;231;230;1;213;18;212;19;2010
AT333;70733;Untertilliach;0_15;46;40;6;43;3;40;6;2010
AT333;70733;Untertilliach;16_25;24;24;0;24;0;24;0;2010
AT333;70733;Untertilliach;26_45;85;79;6;78;7;78;7;2010
AT333;70733;Untertilliach;46_65;46;43;3;42;4;42;4;2010
AT333;70733;Untertilliach;65_00;51;51;0;50;1;50;1;2010
AT333;70734;Virgen;0_15;439;435;4;435;4;433;6;2010
AT333;70734;Virgen;16_25;334;331;3;329;5;328;6;2010
AT333;70734;Virgen;26_45;627;617;10;610;17;610;17;2010
AT333;70734;Virgen;46_65;509;494;15;490;19;490;19;2010
AT333;70734;Virgen;65_00;295;286;9;278;17;277;18;2010
AT333;70735;Heinfels;0_15;199;196;3;193;6;192;7;2010
AT333;70735;Heinfels;16_25;162;160;2;155;7;155;7;2010
AT333;70735;Heinfels;26_45;269;261;8;254;15;254;15;2010
AT333;70735;Heinfels;46_65;226;214;12;212;14;212;14;2010
AT333;70735;Heinfels;65_00;153;147;6;141;12;141;12;2010
AT331;70801;Bach;0_15;122;111;11;114;8;109;13;2010
AT331;70801;Bach;16_25;106;100;6;100;6;99;7;2010
AT331;70801;Bach;26_45;181;163;18;160;21;160;21;2010
AT331;70801;Bach;46_65;186;174;12;172;14;172;14;2010
AT331;70801;Bach;65_00;81;80;1;76;5;76;5;2010
AT331;70802;Berwang;0_15;90;79;11;84;6;77;13;2010
AT331;70802;Berwang;16_25;52;46;6;44;8;44;8;2010
AT331;70802;Berwang;26_45;172;150;22;145;27;145;27;2010
AT331;70802;Berwang;46_65;179;151;28;141;38;140;39;2010
AT331;70802;Berwang;65_00;101;93;8;85;16;85;16;2010
AT331;70803;Biberwier;0_15;108;89;19;100;8;88;20;2010
AT331;70803;Biberwier;16_25;81;63;18;62;19;59;22;2010
AT331;70803;Biberwier;26_45;174;139;35;132;42;131;43;2010
AT331;70803;Biberwier;46_65;179;153;26;152;27;150;29;2010
AT331;70803;Biberwier;65_00;102;93;9;89;13;89;13;2010
AT331;70804;Bichlbach;0_15;133;108;25;123;10;106;27;2010
AT331;70804;Bichlbach;16_25;89;81;8;80;9;77;12;2010
AT331;70804;Bichlbach;26_45;234;182;52;172;62;171;63;2010
AT331;70804;Bichlbach;46_65;203;177;26;168;35;168;35;2010
AT331;70804;Bichlbach;65_00;134;122;12;114;20;114;20;2010
AT331;70805;Breitenwang;0_15;228;207;21;211;17;198;30;2010
