Bevölkerung in den Gemeinden Tirols nach Altersgruppen, Staatsangehörigkeit, Geburtsland und Migrationshintergrund;;;;;;;;;;;
AT331;70805;Breitenwang;16_25;215;182;33;166;49;159;56;2010
AT331;70805;Breitenwang;26_45;409;336;73;310;99;307;102;2010
AT331;70805;Breitenwang;46_65;431;366;65;343;88;343;88;2010
AT331;70805;Breitenwang;65_00;238;229;9;198;40;198;40;2010
AT331;70806;Ehenbichl;0_15;118;102;16;111;7;100;18;2010
AT331;70806;Ehenbichl;16_25;92;77;15;72;20;70;22;2010
AT331;70806;Ehenbichl;26_45;221;181;40;175;46;170;51;2010
AT331;70806;Ehenbichl;46_65;220;200;20;188;32;188;32;2010
AT331;70806;Ehenbichl;65_00;173;160;13;143;30;141;32;2010
AT331;70807;Ehrwald;0_15;343;283;60;287;56;269;74;2010
AT331;70807;Ehrwald;16_25;249;218;31;208;41;206;43;2010
AT331;70807;Ehrwald;26_45;678;528;150;505;173;500;178;2010
AT331;70807;Ehrwald;46_65;797;615;182;575;222;572;225;2010
AT331;70807;Ehrwald;65_00;518;428;90;360;158;358;160;2010
AT331;70808;Elbigenalp;0_15;127;114;13;116;11;109;18;2010
AT331;70808;Elbigenalp;16_25;130;120;10;117;13;113;17;2010
AT331;70808;Elbigenalp;26_45;240;208;32;204;36;203;37;2010
AT331;70808;Elbigenalp;46_65;238;214;24;209;29;209;29;2010
AT331;70808;Elbigenalp;65_00;112;110;2;107;5;107;5;2010
AT331;70809;Elmen;0_15;55;50;5;53;2;50;5;2010
AT331;70809;Elmen;16_25;54;53;1;53;1;53;1;2010
AT331;70809;Elmen;26_45;94;83;11;84;10;82;12;2010
AT331;70809;Elmen;46_65;115;110;5;108;7;108;7;2010
AT331;70809;Elmen;65_00;68;65;3;62;6;61;7;2010
AT331;70810;Forchach;0_15;44;41;3;44;0;41;3;2010
AT331;70810;Forchach;16_25;41;34;7;29;12;26;15;2010
AT331;70810;Forchach;26_45;74;66;8;60;14;60;14;2010
AT331;70810;Forchach;46_65;83;72;11;68;15;68;15;2010
AT331;70810;Forchach;65_00;40;37;3;34;6;34;6;2010
AT331;70811;Grän;0_15;92;74;18;85;7;72;20;2010
AT331;70811;Grän;16_25;76;61;15;61;15;55;21;2010
AT331;70811;Grän;26_45;174;119;55;115;59;110;64;2010
AT331;70811;Grän;46_65;161;127;34;128;33;124;37;2010
AT331;70811;Grän;65_00;82;73;9;71;11;71;11;2010
AT331;70812;Gramais;0_15;11;11;0;10;1;10;1;2010
AT331;70812;Gramais;16_25;6;6;0;6;0;6;0;2010
AT331;70812;Gramais;26_45;14;14;0;13;1;13;1;2010
AT331;70812;Gramais;46_65;11;9;2;9;2;9;2;2010
AT331;70812;Gramais;65_00;11;10;1;10;1;10;1;2010
AT331;70813;Häselgehr;0_15;130;116;14;120;10;113;17;2010
AT331;70813;Häselgehr;16_25;82;73;9;72;10;70;12;2010
AT331;70813;Häselgehr;26_45;207;181;26;177;30;177;30;2010
AT331;70813;Häselgehr;46_65;164;152;12;149;15;149;15;2010
AT331;70813;Häselgehr;65_00;105;100;5;93;12;93;12;2010
AT331;70814;Heiterwang;0_15;76;73;3;74;2;73;3;2010
AT331;70814;Heiterwang;16_25;77;74;3;74;3;73;4;2010
AT331;70814;Heiterwang;26_45;142;136;6;129;13;129;13;2010
AT331;70814;Heiterwang;46_65;145;134;11;129;16;129;16;2010
AT331;70814;Heiterwang;65_00;79;73;6;67;12;67;12;2010
AT331;70815;Hinterhornbach;0_15;10;10;0;10;0;10;0;2010
AT331;70815;Hinterhornbach;16_25;11;10;1;8;3;8;3;2010
AT331;70815;Hinterhornbach;26_45;35;33;2;33;2;33;2;2010
AT331;70815;Hinterhornbach;46_65;25;24;1;24;1;24;1;2010
AT331;70815;Hinterhornbach;65_00;13;13;0;13;0;13;0;2010
AT331;70816;Höfen;0_15;207;194;13;200;7;193;14;2010
AT331;70816;Höfen;16_25;177;158;19;147;30;143;34;2010
AT331;70816;Höfen;26_45;370;324;46;311;59;308;62;2010
AT331;70816;Höfen;46_65;326;299;27;278;48;275;51;2010
AT331;70816;Höfen;65_00;206;195;11;172;34;172;34;2010
AT331;70817;Holzgau;0_15;88;80;8;87;1;80;8;2010
AT331;70817;Holzgau;16_25;55;51;4;50;5;49;6;2010
AT331;70817;Holzgau;26_45;125;108;17;106;19;105;20;2010
AT331;70817;Holzgau;46_65;95;92;3;87;8;87;8;2010
AT331;70817;Holzgau;65_00;68;63;5;61;7;61;7;2010
AT331;70818;Jungholz;0_15;43;19;24;4;39;2;41;2010
AT331;70818;Jungholz;16_25;43;22;21;0;43;0;43;2010
AT331;70818;Jungholz;26_45;81;28;53;7;74;7;74;2010
AT331;70818;Jungholz;46_65;86;33;53;14;72;14;72;2010
AT331;70818;Jungholz;65_00;56;39;17;28;28;26;30;2010
AT331;70819;Kaisers;0_15;14;14;0;14;0;14;0;2010
AT331;70819;Kaisers;16_25;10;9;1;9;1;9;1;2010
AT331;70819;Kaisers;26_45;24;22;2;22;2;22;2;2010
AT331;70819;Kaisers;46_65;16;15;1;15;1;15;1;2010
AT331;70819;Kaisers;65_00;10;10;0;10;0;10;0;2010
AT331;70820;Lechaschau;0_15;377;323;54;349;28;315;62;2010
AT331;70820;Lechaschau;16_25;220;191;29;177;43;168;52;2010
AT331;70820;Lechaschau;26_45;563;467;96;428;135;421;142;2010
AT331;70820;Lechaschau;46_65;530;458;72;422;108;422;108;2010
AT331;70820;Lechaschau;65_00;295;270;25;236;59;232;63;2010
AT331;70821;Lermoos;0_15;176;155;21;160;16;148;28;2010
AT331;70821;Lermoos;16_25;123;103;20;99;24;95;28;2010
AT331;70821;Lermoos;26_45;305;230;75;224;81;222;83;2010
AT331;70821;Lermoos;46_65;315;240;75;234;81;229;86;2010
AT331;70821;Lermoos;65_00;189;166;23;149;40;148;41;2010
AT331;70822;Musau;0_15;77;71;6;73;4;69;8;2010
AT331;70822;Musau;16_25;35;32;3;30;5;29;6;2010
AT331;70822;Musau;26_45;115;95;20;87;28;84;31;2010
AT331;70822;Musau;46_65;103;95;8;89;14;89;14;2010
AT331;70822;Musau;65_00;76;70;6;62;14;62;14;2010
AT331;70823;Namlos;0_15;8;8;0;8;0;8;0;2010
AT331;70823;Namlos;16_25;20;19;1;18;2;18;2;2010
AT331;70823;Namlos;26_45;18;14;4;14;4;14;4;2010
AT331;70823;Namlos;46_65;32;29;3;28;4;28;4;2010
AT331;70823;Namlos;65_00;15;15;0;15;0;15;0;2010
AT331;70824;Nesselwängle;0_15;59;53;6;57;2;52;7;2010
AT331;70824;Nesselwängle;16_25;46;44;2;43;3;43;3;2010
AT331;70824;Nesselwängle;26_45;126;112;14;109;17;107;19;2010
AT331;70824;Nesselwängle;46_65;125;110;15;100;25;100;25;2010
AT331;70824;Nesselwängle;65_00;64;62;2;57;7;57;7;2010
AT331;70825;Pfafflar;0_15;20;16;4;18;2;16;4;2010
AT331;70825;Pfafflar;16_25;19;19;0;19;0;19;0;2010
AT331;70825;Pfafflar;26_45;26;20;6;20;6;20;6;2010
AT331;70825;Pfafflar;46_65;27;24;3;23;4;23;4;2010
AT331;70825;Pfafflar;65_00;31;26;5;22;9;22;9;2010
AT331;70826;Pflach;0_15;212;185;27;197;15;176;36;2010
AT331;70826;Pflach;16_25;162;135;27;119;43;110;52;2010
AT331;70826;Pflach;26_45;367;288;79;257;110;251;116;2010
AT331;70826;Pflach;46_65;341;284;57;261;80;259;82;2010
AT331;70826;Pflach;65_00;169;154;15;144;25;140;29;2010
AT331;70827;Pinswang;0_15;76;57;19;52;24;47;29;2010
AT331;70827;Pinswang;16_25;48;41;7;34;14;34;14;2010
AT331;70827;Pinswang;26_45;100;87;13;66;34;66;34;2010
AT331;70827;Pinswang;46_65;135;119;16;111;24;111;24;2010
AT331;70827;Pinswang;65_00;55;51;4;38;17;37;18;2010
AT331;70828;Reutte;0_15;977;762;215;898;79;738;239;2010
AT331;70828;Reutte;16_25;730;558;172;531;199;477;253;2010
AT331;70828;Reutte;26_45;1696;1250;446;1079;617;1032;664;2010
AT331;70828;Reutte;46_65;1556;1253;303;1109;447;1105;451;2010
AT331;70828;Reutte;65_00;953;893;60;755;198;752;201;2010
AT331;70829;Schattwald;0_15;67;62;5;62;5;59;8;2010
AT331;70829;Schattwald;16_25;62;52;10;31;31;31;31;2010
AT331;70829;Schattwald;26_45;127;105;22;88;39;87;40;2010
AT331;70829;Schattwald;46_65;102;82;20;71;31;71;31;2010
AT331;70829;Schattwald;65_00;66;59;7;54;12;53;13;2010
AT331;70830;Stanzach;0_15;54;52;2;53;1;51;3;2010
AT331;70830;Stanzach;16_25;50;45;5;44;6;44;6;2010
AT331;70830;Stanzach;26_45;115;104;11;97;18;95;20;2010
AT331;70830;Stanzach;46_65;124;115;9;108;16;106;18;2010
AT331;70830;Stanzach;65_00;71;68;3;60;11;59;12;2010
AT331;70831;Steeg;0_15;153;152;1;153;0;152;1;2010
AT331;70831;Steeg;16_25;96;95;1;94;2;94;2;2010
AT331;70831;Steeg;26_45;213;203;10;201;12;201;12;2010
AT331;70831;Steeg;46_65;163;154;9;151;12;151;12;2010
AT331;70831;Steeg;65_00;87;86;1;78;9;78;9;2010
AT331;70832;Tannheim;0_15;180;142;38;157;23;131;49;2010
AT331;70832;Tannheim;16_25;128;110;18;92;36;87;41;2010
AT331;70832;Tannheim;26_45;321;241;80;211;110;208;113;2010
AT331;70832;Tannheim;46_65;281;227;54;213;68;212;69;2010
AT331;70832;Tannheim;65_00;142;128;14;120;22;119;23;2010
AT331;70833;Vils;0_15;241;212;29;179;62;174;67;2010
AT331;70833;Vils;16_25;183;165;18;114;69;113;70;2010
AT331;70833;Vils;26_45;406;320;86;284;122;278;128;2010
AT331;70833;Vils;46_65;417;340;77;307;110;304;113;2010
AT331;70833;Vils;65_00;267;247;20;211;56;209;58;2010
AT331;70834;Vorderhornbach;0_15;28;28;0;27;1;27;1;2010
AT331;70834;Vorderhornbach;16_25;38;37;1;36;2;36;2;2010
AT331;70834;Vorderhornbach;26_45;75;71;4;70;5;70;5;2010
AT331;70834;Vorderhornbach;46_65;87;82;5;80;7;80;7;2010
AT331;70834;Vorderhornbach;65_00;34;30;4;28;6;28;6;2010
AT331;70835;Wängle;0_15;139;125;14;126;13;123;16;2010
AT331;70835;Wängle;16_25;101;92;9;88;13;85;16;2010
AT331;70835;Wängle;26_45;228;202;26;190;38;188;40;2010
AT331;70835;Wängle;46_65;239;205;34;199;40;199;40;2010
AT331;70835;Wängle;65_00;146;138;8;122;24;122;24;2010
AT331;70836;Weißenbach am Lech;0_15;196;180;16;186;10;174;22;2010
AT331;70836;Weißenbach am Lech;16_25;180;167;13;151;29;149;31;2010
AT331;70836;Weißenbach am Lech;26_45;378;333;45;319;59;315;63;2010
AT331;70836;Weißenbach am Lech;46_65;355;318;37;310;45;307;48;2010
AT331;70836;Weißenbach am Lech;65_00;198;185;13;172;26;169;29;2010
AT331;70837;Zöblen;0_15;36;33;3;33;3;31;5;2010
AT331;70837;Zöblen;16_25;27;24;3;17;10;17;10;2010
AT331;70837;Zöblen;26_45;81;64;17;60;21;60;21;2010
AT331;70837;Zöblen;46_65;51;46;5;44;7;44;7;2010
AT331;70837;Zöblen;65_00;51;49;2;47;4;46;5;2010
AT335;70901;Achenkirch;0_15;345;293;52;313;32;289;56;2010
AT335;70901;Achenkirch;16_25;262;230;32;220;42;218;44;2010
AT335;70901;Achenkirch;26_45;601;473;128;453;148;449;152;2010
AT335;70901;Achenkirch;46_65;608;519;89;499;109;494;114;2010
AT335;70901;Achenkirch;65_00;346;319;27;278;68;276;70;2010
AT335;70902;Aschau im Zillertal;0_15;284;270;14;277;7;267;17;2010
AT335;70902;Aschau im Zillertal;16_25;233;222;11;218;15;218;15;2010
AT335;70902;Aschau im Zillertal;26_45;510;476;34;475;35;472;38;2010
AT335;70902;Aschau im Zillertal;46_65;397;373;24;365;32;365;32;2010
AT335;70902;Aschau im Zillertal;65_00;189;179;10;170;19;170;19;2010
AT335;70903;Brandberg;0_15;67;67;0;67;0;67;0;2010
AT335;70903;Brandberg;16_25;51;51;0;51;0;51;0;2010
AT335;70903;Brandberg;26_45;87;85;2;85;2;85;2;2010
AT335;70903;Brandberg;46_65;85;84;1;83;2;83;2;2010
AT335;70903;Brandberg;65_00;58;57;1;53;5;53;5;2010
AT335;70904;Bruck am Ziller;0_15;200;199;1;198;2;198;2;2010
AT335;70904;Bruck am Ziller;16_25;85;80;5;77;8;77;8;2010
AT335;70904;Bruck am Ziller;26_45;309;295;14;293;16;293;16;2010
AT335;70904;Bruck am Ziller;46_65;261;256;5;250;11;250;11;2010
AT335;70904;Bruck am Ziller;65_00;138;136;2;133;5;133;5;2010
AT335;70905;Buch bei Jenbach;0_15;467;455;12;464;3;454;13;2010
AT335;70905;Buch bei Jenbach;16_25;293;281;12;274;19;271;22;2010
AT335;70905;Buch bei Jenbach;26_45;779;712;67;679;100;677;102;2010
AT335;70905;Buch bei Jenbach;46_65;674;642;32;599;75;598;76;2010
AT335;70905;Buch bei Jenbach;65_00;355;346;9;309;46;309;46;2010
AT335;70907;Eben am Achensee;0_15;425;364;61;399;26;358;67;2010
AT335;70907;Eben am Achensee;16_25;334;274;60;273;61;265;69;2010
AT335;70907;Eben am Achensee;26_45;814;646;168;623;191;617;197;2010
AT335;70907;Eben am Achensee;46_65;851;680;171;640;211;638;213;2010
AT335;70907;Eben am Achensee;65_00;396;353;43;321;75;317;79;2010
AT335;70908;Finkenberg;0_15;238;231;7;226;12;225;13;2010
AT335;70908;Finkenberg;16_25;194;182;12;180;14;179;15;2010
AT335;70908;Finkenberg;26_45;422;364;58;356;66;356;66;2010
AT335;70908;Finkenberg;46_65;413;371;42;358;55;358;55;2010
AT335;70908;Finkenberg;65_00;253;249;4;237;16;237;16;2010
AT335;70909;Fügen;0_15;665;554;111;631;34;549;116;2010
AT335;70909;Fügen;16_25;483;394;89;400;83;381;102;2010
AT335;70909;Fügen;26_45;1206;934;272;902;304;897;309;2010
AT335;70909;Fügen;46_65;953;820;133;780;173;778;175;2010
AT335;70909;Fügen;65_00;496;480;16;447;49;445;51;2010
AT335;70910;Fügenberg;0_15;287;274;13;282;5;272;15;2010
AT335;70910;Fügenberg;16_25;162;158;4;157;5;156;6;2010
AT335;70910;Fügenberg;26_45;412;374;38;370;42;369;43;2010
AT335;70910;Fügenberg;46_65;323;301;22;295;28;295;28;2010
AT335;70910;Fügenberg;65_00;165;161;4;156;9;156;9;2010
AT335;70911;Gallzein;0_15;118;117;1;118;0;117;1;2010
AT335;70911;Gallzein;16_25;57;56;1;56;1;56;1;2010
AT335;70911;Gallzein;26_45;178;167;11;166;12;166;12;2010
AT335;70911;Gallzein;46_65;149;142;7;142;7;141;8;2010
AT335;70911;Gallzein;65_00;60;54;6;53;7;53;7;2010
AT335;70912;Gerlos;0_15;132;120;12;130;2;120;12;2010
AT335;70912;Gerlos;16_25;93;89;4;88;5;87;6;2010
AT335;70912;Gerlos;26_45;232;199;33;194;38;194;38;2010
AT335;70912;Gerlos;46_65;192;180;12;176;16;176;16;2010
AT335;70912;Gerlos;65_00;135;133;2;126;9;126;9;2010
AT335;70913;Gerlosberg;0_15;106;104;2;104;2;103;3;2010
AT335;70913;Gerlosberg;16_25;63;63;0;63;0;63;0;2010
AT335;70913;Gerlosberg;26_45;155;150;5;150;5;150;5;2010
AT335;70913;Gerlosberg;46_65;97;97;0;95;2;95;2;2010
AT335;70913;Gerlosberg;65_00;48;46;2;45;3;45;3;2010
AT335;70914;Hainzenberg;0_15;134;132;2;131;3;130;4;2010
AT335;70914;Hainzenberg;16_25;92;88;4;88;4;88;4;2010
AT335;70914;Hainzenberg;26_45;193;179;14;180;13;179;14;2010
AT335;70914;Hainzenberg;46_65;176;159;17;158;18;157;19;2010
AT335;70914;Hainzenberg;65_00;83;77;6;75;8;75;8;2010
AT335;70915;Hart im Zillertal;0_15;280;267;13;273;7;266;14;2010
AT335;70915;Hart im Zillertal;16_25;208;198;10;198;10;198;10;2010
AT335;70915;Hart im Zillertal;26_45;464;417;47;410;54;409;55;2010
AT335;70915;Hart im Zillertal;46_65;342;320;22;317;25;317;25;2010
AT335;70915;Hart im Zillertal;65_00;190;183;7;177;13;176;14;2010
AT335;70916;Hippach;0_15;253;248;5;246;7;246;7;2010
AT335;70916;Hippach;16_25;188;179;9;179;9;178;10;2010
AT335;70916;Hippach;26_45;368;344;24;343;25;342;26;2010
AT335;70916;Hippach;46_65;368;342;26;339;29;339;29;2010
AT335;70916;Hippach;65_00;194;186;8;181;13;180;14;2010
AT335;70917;Jenbach;0_15;1137;998;139;1089;48;983;154;2010
AT335;70917;Jenbach;16_25;931;788;143;771;160;734;197;2010
AT335;70917;Jenbach;26_45;1942;1546;396;1350;592;1330;612;2010
AT335;70917;Jenbach;46_65;1822;1537;285;1366;456;1358;464;2010
AT335;70917;Jenbach;65_00;1035;989;46;813;222;809;226;2010
AT335;70918;Kaltenbach;0_15;235;208;27;219;16;206;29;2010
AT335;70918;Kaltenbach;16_25;152;128;24;129;23;125;27;2010
AT335;70918;Kaltenbach;26_45;373;310;63;293;80;291;82;2010
AT335;70918;Kaltenbach;46_65;310;265;45;248;62;248;62;2010
AT335;70918;Kaltenbach;65_00;155;147;8;143;12;142;13;2010
AT335;70920;Mayrhofen;0_15;671;548;123;629;42;535;136;2010
AT335;70920;Mayrhofen;16_25;481;397;84;403;78;389;92;2010
AT335;70920;Mayrhofen;26_45;1103;822;281;785;318;779;324;2010
AT335;70920;Mayrhofen;46_65;1036;844;192;817;219;814;222;2010
AT335;70920;Mayrhofen;65_00;542;512;30;470;72;468;74;2010
AT335;70921;Pill;0_15;173;164;9;167;6;161;12;2010
AT335;70921;Pill;16_25;155;152;3;152;3;151;4;2010
AT335;70921;Pill;26_45;303;293;10;282;21;282;21;2010
AT335;70921;Pill;46_65;292;275;17;270;22;270;22;2010
AT335;70921;Pill;65_00;136;131;5;118;18;118;18;2010
AT335;70922;Ramsau im Zillertal;0_15;295;272;23;290;5;272;23;2010
AT335;70922;Ramsau im Zillertal;16_25;223;199;24;202;21;196;27;2010
AT335;70922;Ramsau im Zillertal;26_45;488;448;40;442;46;441;47;2010
AT335;70922;Ramsau im Zillertal;46_65;394;355;39;345;49;344;50;2010
AT335;70922;Ramsau im Zillertal;65_00;182;175;7;168;14;167;15;2010
AT335;70923;Ried im Zillertal;0_15;217;198;19;208;9;196;21;2010
AT335;70923;Ried im Zillertal;16_25;157;141;16;142;15;140;17;2010
AT335;70923;Ried im Zillertal;26_45;425;364;61;347;78;347;78;2010
AT335;70923;Ried im Zillertal;46_65;296;270;26;261;35;261;35;2010
AT335;70923;Ried im Zillertal;65_00;137;132;5;127;10;126;11;2010
AT335;70924;Rohrberg;0_15;137;135;2;135;2;135;2;2010
AT335;70924;Rohrberg;16_25;69;63;6;63;6;63;6;2010
AT335;70924;Rohrberg;26_45;169;159;10;159;10;159;10;2010
AT335;70924;Rohrberg;46_65;113;107;6;107;6;107;6;2010
AT335;70924;Rohrberg;65_00;48;48;0;48;0;48;0;2010
AT335;70925;Schlitters;0_15;278;252;26;260;18;248;30;2010
AT335;70925;Schlitters;16_25;167;148;19;138;29;136;31;2010
AT335;70925;Schlitters;26_45;463;397;66;374;89;374;89;2010
AT335;70925;Schlitters;46_65;315;274;41;265;50;265;50;2010
AT335;70925;Schlitters;65_00;177;173;4;169;8;169;8;2010
AT335;70926;Schwaz;0_15;2149;1934;215;2046;103;1901;248;2010
AT335;70926;Schwaz;16_25;1764;1552;212;1477;287;1438;326;2010
AT335;70926;Schwaz;26_45;3672;3097;575;2752;920;2713;959;2010
AT335;70926;Schwaz;46_65;3404;3033;371;2782;622;2776;628;2010
AT335;70926;Schwaz;65_00;2006;1925;81;1778;228;1768;238;2010
AT335;70927;Schwendau;0_15;309;287;22;296;13;282;27;2010
AT335;70927;Schwendau;16_25;206;169;37;166;40;165;41;2010
AT335;70927;Schwendau;26_45;514;457;57;451;63;450;64;2010
AT335;70927;Schwendau;46_65;363;336;27;326;37;326;37;2010
AT335;70927;Schwendau;65_00;201;195;6;186;15;186;15;2010
AT335;70928;Stans;0_15;289;274;15;282;7;273;16;2010
AT335;70928;Stans;16_25;288;261;27;261;27;255;33;2010
AT335;70928;Stans;26_45;534;478;56;463;71;463;71;2010
AT335;70928;Stans;46_65;517;491;26;468;49;468;49;2010
AT335;70928;Stans;65_00;292;287;5;268;24;267;25;2010
AT335;70929;Steinberg am Rofan;0_15;40;39;1;32;8;32;8;2010
AT335;70929;Steinberg am Rofan;16_25;29;28;1;27;2;27;2;2010
AT335;70929;Steinberg am Rofan;26_45;83;72;11;67;16;67;16;2010
AT335;70929;Steinberg am Rofan;46_65;69;50;19;45;24;45;24;2010
AT335;70929;Steinberg am Rofan;65_00;76;66;10;61;15;61;15;2010
AT335;70930;Strass im Zillertal;0_15;155;143;12;149;6;143;12;2010
AT335;70930;Strass im Zillertal;16_25;109;101;8;99;10;98;11;2010
AT335;70930;Strass im Zillertal;26_45;246;223;23;216;30;216;30;2010
AT335;70930;Strass im Zillertal;46_65;211;192;19;185;26;185;26;2010
AT335;70930;Strass im Zillertal;65_00;125;123;2;116;9;115;10;2010
AT335;70931;Stumm;0_15;314;280;34;302;12;278;36;2010
AT335;70931;Stumm;16_25;237;218;19;216;21;215;22;2010
AT335;70931;Stumm;26_45;540;483;57;476;64;476;64;2010
AT335;70931;Stumm;46_65;461;423;38;417;44;417;44;2010
AT335;70931;Stumm;65_00;274;257;17;248;26;246;28;2010
AT335;70932;Stummerberg;0_15;156;155;1;156;0;155;1;2010
AT335;70932;Stummerberg;16_25;115;113;2;113;2;113;2;2010
AT335;70932;Stummerberg;26_45;231;221;10;221;10;221;10;2010
AT335;70932;Stummerberg;46_65;196;188;8;186;10;186;10;2010
AT335;70932;Stummerberg;65_00;128;125;3;122;6;122;6;2010
AT335;70933;Terfens;0_15;371;351;20;362;9;345;26;2010
AT335;70933;Terfens;16_25;295;279;16;271;24;270;25;2010
AT335;70933;Terfens;26_45;611;559;52;552;59;550;61;2010
AT335;70933;Terfens;46_65;514;490;24;476;38;473;41;2010
AT335;70933;Terfens;65_00;266;260;6;237;29;236;30;2010
AT335;70934;Tux;0_15;297;277;20;289;8;276;21;2010
AT335;70934;Tux;16_25;266;235;31;235;31;233;33;2010
AT335;70934;Tux;26_45;555;468;87;468;87;467;88;2010
AT335;70934;Tux;46_65;496;444;52;439;57;439;57;2010
AT335;70934;Tux;65_00;288;285;3;276;12;276;12;2010
AT335;70935;Uderns;0_15;311;294;17;301;10;291;20;2010
AT335;70935;Uderns;16_25;222;208;14;206;16;203;19;2010
AT335;70935;Uderns;26_45;518;466;52;449;69;449;69;2010
AT335;70935;Uderns;46_65;419;390;29;377;42;377;42;2010
AT335;70935;Uderns;65_00;182;175;7;166;16;166;16;2010
AT335;70936;Vomp;0_15;833;771;62;797;36;754;79;2010
AT335;70936;Vomp;16_25;564;510;54;491;73;485;79;2010
AT335;70936;Vomp;26_45;1317;1147;170;1062;255;1054;263;2010
AT335;70936;Vomp;46_65;1224;1103;121;1017;207;1016;208;2010
AT335;70936;Vomp;65_00;700;659;41;582;118;582;118;2010
AT335;70937;Weer;0_15;268;244;24;251;17;238;30;2010
AT335;70937;Weer;16_25;197;184;13;177;20;177;20;2010
AT335;70937;Weer;26_45;480;423;57;413;67;412;68;2010
AT335;70937;Weer;46_65;367;341;26;330;37;330;37;2010
AT335;70937;Weer;65_00;232;224;8;206;26;205;27;2010
AT335;70938;Weerberg;0_15;429;415;14;422;7;413;16;2010
AT335;70938;Weerberg;16_25;318;312;6;310;8;310;8;2010
AT335;70938;Weerberg;26_45;719;673;46;669;50;666;53;2010
AT335;70938;Weerberg;46_65;578;561;17;551;27;550;28;2010
AT335;70938;Weerberg;65_00;276;265;11;260;16;259;17;2010
AT335;70939;Wiesing;0_15;374;354;20;362;12;350;24;2010
AT335;70939;Wiesing;16_25;228;217;11;211;17;210;18;2010
AT335;70939;Wiesing;26_45;611;546;65;531;80;530;81;2010
AT335;70939;Wiesing;46_65;491;459;32;443;48;442;49;2010
AT335;70939;Wiesing;65_00;304;296;8;270;34;270;34;2010
AT335;70940;Zell am Ziller;0_15;253;217;36;248;5;216;37;2010
AT335;70940;Zell am Ziller;16_25;228;200;28;207;21;198;30;2010
AT335;70940;Zell am Ziller;26_45;448;376;72;365;83;363;85;2010
AT335;70940;Zell am Ziller;46_65;448;402;46;393;55;391;57;2010
AT335;70940;Zell am Ziller;65_00;345;330;15;303;42;302;43;2010
AT335;70941;Zellberg;0_15;100;98;2;99;1;98;2;2010
AT335;70941;Zellberg;16_25;109;103;6;104;5;103;6;2010
AT335;70941;Zellberg;26_45;183;168;15;166;17;166;17;2010
AT335;70941;Zellberg;46_65;150;139;11;137;13;137;13;2010
AT335;70941;Zellberg;65_00;88;87;1;84;4;84;4;2010
